2.9874e-08,2.9871e-08,2.9892e-08,1.337e-07,1.337e-07,1.337e-07,1.5543e-08,1.5557e-08,1.5532e-08,0,0
3.1328e-08,3.1324e-08,3.1339e-08,1.3702e-07,1.3703e-07,1.3704e-07,1.5418e-08,1.5407e-08,1.5419e-08,0,0.05
3.2861e-08,3.285e-08,3.2872e-08,1.4046e-07,1.4043e-07,1.4044e-07,1.5216e-08,1.5195e-08,1.5198e-08,0,0.1
3.4491e-08,3.449e-08,3.447e-08,1.4395e-07,1.4394e-07,1.4395e-07,1.4827e-08,1.4803e-08,1.4793e-08,0,0.15
3.6197e-08,3.6198e-08,3.6177e-08,1.4754e-07,1.4753e-07,1.4754e-07,1.4443e-08,1.4456e-08,1.4478e-08,0,0.2
3.8023e-08,3.8015e-08,3.8017e-08,1.5122e-07,1.5121e-07,1.5123e-07,1.4066e-08,1.4048e-08,1.4057e-08,0,0.25
3.9951e-08,3.9949e-08,3.9945e-08,1.5497e-07,1.5497e-07,1.5496e-07,1.3657e-08,1.3653e-08,1.3658e-08,0,0.3
4.1987e-08,4.1994e-08,4.2009e-08,1.5882e-07,1.5884e-07,1.5883e-07,1.3029e-08,1.3011e-08,1.3008e-08,0,0.35
4.4155e-08,4.4165e-08,4.4163e-08,1.6275e-07,1.6276e-07,1.6276e-07,1.2513e-08,1.2496e-08,1.2506e-08,0,0.4
4.6466e-08,4.6477e-08,4.6447e-08,1.6678e-07,1.6679e-07,1.668e-07,1.1952e-08,1.1974e-08,1.1957e-08,0,0.45
4.8914e-08,4.8908e-08,4.8907e-08,1.7088e-07,1.7092e-07,1.709e-07,1.1358e-08,1.1359e-08,1.1359e-08,0,0.5
5.149e-08,5.1506e-08,5.1495e-08,1.7512e-07,1.7509e-07,1.7511e-07,1.0569e-08,1.0594e-08,1.0593e-08,0,0.55
5.425e-08,5.4247e-08,5.4248e-08,1.794e-07,1.7938e-07,1.7938e-07,9.9749e-09,9.9739e-09,9.9841e-09,0,0.6
5.7152e-08,5.7172e-08,5.7168e-08,1.8375e-07,1.8375e-07,1.8375e-07,9.3367e-09,9.3364e-09,9.3456e-09,0,0.65
6.0263e-08,6.0258e-08,6.0264e-08,1.882e-07,1.8818e-07,1.8819e-07,8.4748e-09,8.4706e-09,8.4809e-09,0,0.7
6.3554e-08,6.356e-08,6.3564e-08,1.927e-07,1.9273e-07,1.9272e-07,7.834e-09,7.811e-09,7.8224e-09,0,0.75
6.7044e-08,6.705e-08,6.7044e-08,1.9732e-07,1.9733e-07,1.9732e-07,7.1359e-09,7.1486e-09,7.1284e-09,0,0.8
7.0756e-08,7.0766e-08,7.078e-08,2.0201e-07,2.0199e-07,2.0199e-07,6.5159e-09,6.5239e-09,6.5277e-09,0,0.85
7.473e-08,7.472e-08,7.4735e-08,2.0673e-07,2.0673e-07,2.0672e-07,5.7181e-09,5.7456e-09,5.7305e-09,0,0.9
7.8912e-08,7.891e-08,7.8922e-08,2.1154e-07,2.1151e-07,2.1149e-07,5.1376e-09,5.132e-09,5.134e-09,0,0.95
8.3396e-08,8.3404e-08,8.3389e-08,2.1636e-07,2.1635e-07,2.1637e-07,4.5709e-09,4.5764e-09,4.5536e-09,0,1
8.8134e-08,8.8125e-08,8.8148e-08,2.2126e-07,2.2126e-07,2.2126e-07,4.0217e-09,4.0232e-09,4.0255e-09,0,1.05
9.3187e-08,9.3194e-08,9.3206e-08,2.2621e-07,2.2621e-07,2.2619e-07,3.3616e-09,3.3631e-09,3.3797e-09,0,1.1
9.8563e-08,9.8545e-08,9.8564e-08,2.3117e-07,2.3114e-07,2.3118e-07,2.9296e-09,2.9276e-09,2.9499e-09,0,1.15
1.0427e-07,1.043e-07,1.0429e-07,2.3614e-07,2.3614e-07,2.3615e-07,2.485e-09,2.4973e-09,2.4973e-09,0,1.2
1.1036e-07,1.1036e-07,1.1036e-07,2.4113e-07,2.4114e-07,2.4112e-07,2.1175e-09,2.1131e-09,2.1204e-09,0,1.25
1.1683e-07,1.1681e-07,1.1682e-07,2.4611e-07,2.4609e-07,2.461e-07,1.7207e-09,1.7044e-09,1.724e-09,0,1.3
1.2371e-07,1.2371e-07,1.2371e-07,2.5107e-07,2.5105e-07,2.5106e-07,1.4268e-09,1.4472e-09,1.449e-09,0,1.35
1.3102e-07,1.3102e-07,1.3103e-07,2.5597e-07,2.5598e-07,2.5599e-07,1.1946e-09,1.1967e-09,1.1766e-09,0,1.4
1.3882e-07,1.3883e-07,1.3882e-07,2.6085e-07,2.6084e-07,2.6084e-07,9.1691e-10,8.9847e-10,9.2583e-10,0,1.45
1.4711e-07,1.4711e-07,1.4711e-07,2.656e-07,2.6563e-07,2.6562e-07,7.2635e-10,7.4638e-10,7.3008e-10,0,1.5
1.5594e-07,1.5592e-07,1.5592e-07,2.7032e-07,2.703e-07,2.7031e-07,5.7202e-10,5.9162e-10,5.912e-10,0,1.55
1.6531e-07,1.6529e-07,1.6531e-07,2.7487e-07,2.7488e-07,2.749e-07,4.6773e-10,4.499e-10,4.6434e-10,0,1.6
1.7528e-07,1.7528e-07,1.7528e-07,2.793e-07,2.7932e-07,2.793e-07,3.1446e-10,3.0973e-10,3.0906e-10,0,1.65
1.8589e-07,1.8587e-07,1.8588e-07,2.8355e-07,2.8355e-07,2.8354e-07,2.2043e-10,2.3893e-10,2.3154e-10,0,1.7
1.9713e-07,1.9714e-07,1.9714e-07,2.8757e-07,2.876e-07,2.8757e-07,1.6473e-10,1.645e-10,1.6197e-10,0,1.75
2.091e-07,2.091e-07,2.0912e-07,2.9136e-07,2.9138e-07,2.9138e-07,1.2927e-10,1.0567e-10,9.8148e-11,0,1.8
2.2179e-07,2.2182e-07,2.2182e-07,2.9488e-07,2.949e-07,2.9492e-07,5.9847e-11,6.5546e-11,5.6433e-11,0,1.85
2.3529e-07,2.3529e-07,2.3528e-07,2.9811e-07,2.9811e-07,2.9812e-07,4.0367e-11,4.089e-11,4.3381e-11,0,1.9
2.496e-07,2.4958e-07,2.4957e-07,3.0099e-07,3.0097e-07,3.0096e-07,2.2291e-11,2.8375e-11,2.4077e-11,0,1.95
2.6475e-07,2.6475e-07,2.6475e-07,3.0346e-07,3.0347e-07,3.0347e-07,7.766e-13,-3.5875e-12,-1.5224e-11,0,2
2.808e-07,2.808e-07,2.8079e-07,3.0551e-07,3.0549e-07,3.0551e-07,8.6922e-12,-4.2182e-12,5.292e-12,0,2.05
2.9778e-07,2.9777e-07,2.9776e-07,3.0708e-07,3.0705e-07,3.0709e-07,-2.892e-12,-1.0645e-11,-4.1354e-12,0,2.1
3.1571e-07,3.1574e-07,3.1574e-07,3.0812e-07,3.0812e-07,3.0812e-07,-2.5526e-11,-2.2831e-12,-8.0077e-12,0,2.15
3.3467e-07,3.3469e-07,3.3466e-07,3.0858e-07,3.086e-07,3.0857e-07,1.1506e-12,-1.0166e-12,-9.2246e-12,0,2.2
3.5466e-07,3.5465e-07,3.5465e-07,3.0843e-07,3.0845e-07,3.0844e-07,-4.8456e-12,1.6564e-11,-7.1252e-12,0,2.25
3.7568e-07,3.7567e-07,3.7568e-07,3.0762e-07,3.0763e-07,3.0763e-07,2.9256e-13,5.7406e-12,-1.2124e-11,0,2.3
3.9779e-07,3.978e-07,3.9778e-07,3.0609e-07,3.0613e-07,3.061e-07,-1.0099e-11,-5.958e-12,-6.115e-12,0,2.35
4.2099e-07,4.2099e-07,4.21e-07,3.0383e-07,3.0384e-07,3.0384e-07,1.4934e-11,-2.8704e-12,8.6853e-13,0,2.4
4.4528e-07,4.4529e-07,4.4529e-07,3.0076e-07,3.0075e-07,3.0075e-07,1.8682e-12,-3.5988e-13,-9.727e-13,0,2.45
4.7066e-07,4.7065e-07,4.7065e-07,2.9685e-07,2.9686e-07,2.9684e-07,3.5388e-13,-5.724e-13,6.1677e-12,0,2.5
4.971e-07,4.9708e-07,4.9709e-07,2.9209e-07,2.921e-07,2.9209e-07,-1.7816e-12,-2.3721e-11,-1.1669e-12,0,2.55
5.2455e-07,5.2457e-07,5.2456e-07,2.8642e-07,2.8643e-07,2.8641e-07,2.4008e-12,1.2771e-12,-9.9553e-13,0,2.6
5.5301e-07,5.5301e-07,5.5302e-07,2.7984e-07,2.7984e-07,2.7985e-07,-1.1888e-11,5.0105e-12,3.2442e-12,0,2.65
5.8235e-07,5.8237e-07,5.8235e-07,2.7236e-07,2.7237e-07,2.7237e-07,4.621e-12,-6.9606e-12,1.5305e-11,0,2.7
6.1254e-07,6.1252e-07,6.1253e-07,2.6397e-07,2.6396e-07,2.6394e-07,-6.9059e-12,-9.7897e-12,1.3121e-11,0,2.75
6.434e-07,6.4336e-07,6.4338e-07,2.5464e-07,2.5462e-07,2.5463e-07,4.3188e-12,-1.8121e-12,-2.7806e-12,0,2.8
6.7476e-07,6.7478e-07,6.7479e-07,2.4442e-07,2.4444e-07,2.4444e-07,-1.2472e-11,-1.0706e-11,2.2231e-12,0,2.85
7.0653e-07,7.0655e-07,7.0655e-07,2.334e-07,2.334e-07,2.3343e-07,3.2751e-12,-8.6827e-13,-1.3627e-11,0,2.9
7.3844e-07,7.3844e-07,7.3845e-07,2.2163e-07,2.2163e-07,2.2163e-07,3.5103e-12,3.8567e-12,-1.4016e-11,0,2.95
7.7024e-07,7.7023e-07,7.7024e-07,2.0916e-07,2.0915e-07,2.0916e-07,4.1773e-12,1.1503e-11,-1.823e-12,0,3
8.0166e-07,8.0167e-07,8.0166e-07,1.9607e-07,1.9607e-07,1.9606e-07,-1.9763e-12,1.2283e-11,-5.0149e-12,0,3.05
8.3237e-07,8.3237e-07,8.3236e-07,1.8251e-07,1.8252e-07,1.825e-07,1.8051e-12,9.3015e-12,-2.2844e-11,0,3.1
8.6203e-07,8.6204e-07,8.6204e-07,1.6862e-07,1.6861e-07,1.6861e-07,1.7635e-11,-5.35e-12,-5.2703e-12,0,3.15
8.9022e-07,8.9024e-07,8.9023e-07,1.5447e-07,1.545e-07,1.5449e-07,-1.8553e-11,4.19e-12,-8.0579e-12,0,3.2
9.1656e-07,9.1657e-07,9.1657e-07,1.4032e-07,1.4033e-07,1.4029e-07,-3.8458e-12,3.1595e-11,1.8926e-12,0,3.25
9.406e-07,9.406e-07,9.4061e-07,1.2625e-07,1.2623e-07,1.2622e-07,4.2157e-12,-2.2257e-12,-4.1396e-12,0,3.3
9.619e-07,9.6191e-07,9.6191e-07,1.1244e-07,1.1244e-07,1.1243e-07,-8.0201e-12,-1.4253e-12,3.4831e-12,0,3.35
9.7997e-07,9.7998e-07,9.7998e-07,9.9072e-08,9.9033e-08,9.9057e-08,4.3987e-12,8.233e-12,-1.8539e-11,0,3.4
